Time,Temp,Hum,Gas,Motion,AQI,Status
2026-04-29 06:47:42,30.2,76.8,238.0,0.0,19.3,EXCELLENT
2026-04-29 06:47:44,30.3,76.9,248.0,0.0,22.7,EXCELLENT
2026-04-29 06:47:46,30.3,77.0,253.0,0.0,24.3,EXCELLENT
2026-04-29 06:47:48,30.3,77.0,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:47:50,30.3,77.0,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:47:52,30.2,77.1,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:47:54,30.2,77.0,245.0,0.0,21.7,EXCELLENT
2026-04-29 06:47:56,30.2,77.1,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:47:58,30.2,77.1,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:48:00,30.2,77.2,248.0,0.0,22.7,EXCELLENT
2026-04-29 06:48:02,30.2,77.2,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:48:04,30.2,77.1,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:48:06,30.2,77.2,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:48:08,30.2,77.2,243.0,0.0,21.0,EXCELLENT
2026-04-29 06:48:10,30.2,77.2,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:48:12,30.2,77.3,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:48:14,30.2,77.3,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:48:16,30.2,77.4,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:48:18,30.2,77.3,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:48:20,30.2,77.4,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:48:22,30.2,77.4,249.0,0.0,23.0,EXCELLENT
2026-04-29 06:48:24,30.2,77.4,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:48:26,30.2,77.5,244.0,0.0,21.3,EXCELLENT
2026-04-29 06:48:28,30.2,77.4,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:48:30,30.2,77.5,239.0,0.0,19.7,EXCELLENT
2026-04-29 06:48:32,30.2,77.4,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:48:34,30.2,77.4,248.0,0.0,22.7,EXCELLENT
2026-04-29 06:48:36,30.2,77.5,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:48:38,30.1,77.5,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:48:40,30.1,77.5,247.0,0.0,22.3,EXCELLENT
2026-04-29 06:48:42,30.1,77.5,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:48:44,30.1,77.6,237.0,0.0,19.0,EXCELLENT
2026-04-29 06:48:46,30.1,77.6,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:48:48,30.1,77.5,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:48:50,30.1,77.5,251.0,0.0,23.7,EXCELLENT
2026-04-29 06:48:52,30.1,77.6,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:48:54,30.1,77.6,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:48:56,30.1,77.6,251.0,0.0,23.7,EXCELLENT
2026-04-29 06:48:58,30.1,77.6,237.0,0.0,19.0,EXCELLENT
2026-04-29 06:49:00,30.1,77.6,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:49:02,30.1,77.7,245.0,0.0,21.7,EXCELLENT
2026-04-29 06:49:04,30.1,77.7,238.0,0.0,19.3,EXCELLENT
2026-04-29 06:49:06,30.1,77.7,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:49:08,30.1,77.7,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:49:10,30.1,77.7,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:49:12,30.1,77.6,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:49:14,30.1,77.7,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:49:16,30.1,77.7,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:49:18,30.1,77.7,245.0,0.0,21.7,EXCELLENT
2026-04-29 06:49:20,30.1,77.8,237.0,0.0,19.0,EXCELLENT
2026-04-29 06:49:22,30.1,77.8,243.0,0.0,21.0,EXCELLENT
2026-04-29 06:49:24,30.1,77.8,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:49:26,30.1,77.8,245.0,0.0,21.7,EXCELLENT
2026-04-29 06:49:28,30.1,77.8,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:49:30,30.1,77.8,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:49:32,30.1,77.8,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:49:34,30.0,77.9,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:49:36,30.1,77.9,236.0,0.0,18.7,EXCELLENT
2026-04-29 06:49:38,30.1,78.0,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:49:40,30.1,77.9,243.0,0.0,21.0,EXCELLENT
2026-04-29 06:49:42,30.1,78.0,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:49:44,30.0,77.9,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:49:46,30.1,77.9,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:49:48,30.1,78.0,245.0,0.0,21.7,EXCELLENT
2026-04-29 06:49:50,30.1,78.0,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:49:52,30.1,77.9,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:49:54,30.1,78.0,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:49:56,30.0,78.0,244.0,0.0,21.3,EXCELLENT
2026-04-29 06:49:58,30.0,78.0,249.0,0.0,23.0,EXCELLENT
2026-04-29 06:50:00,30.0,77.9,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:50:02,30.0,78.0,248.0,0.0,22.7,EXCELLENT
2026-04-29 06:50:04,30.0,78.0,245.0,0.0,21.7,EXCELLENT
2026-04-29 06:50:06,30.0,77.2,243.0,0.0,21.0,EXCELLENT
