Room_ID,DayType,Occupancy,Ventilation_Status,CO2,PM2.5,Humidity,Temperature,AQ_Label
1,0,1,1,483.163,20.0,50.0,24.0,0
1,0,1,1,482.177,20.0,50.0,24.0,0
1,0,1,1,476.352,20.0,50.0,24.0,0
1,0,1,1,474.46,20.0,50.0,24.0,0
1,0,1,1,478.593,20.0,50.0,24.0,0
1,0,1,1,481.146,20.0,50.0,24.0,0
1,0,1,1,481.842,20.0,50.0,24.0,0
1,0,1,1,480.945,20.0,50.0,24.0,0
1,0,1,1,479.975,20.0,50.0,24.0,0
1,0,1,1,488.651,20.0,50.0,24.0,0
1,0,1,1,489.434,20.0,50.0,24.0,0
1,0,1,1,482.26,20.0,50.0,24.0,0
1,0,1,1,481.884,20.0,50.0,24.0,0
1,0,1,1,479.818,20.0,50.0,24.0,0
1,0,1,1,480.886,20.0,50.0,24.0,0
1,0,1,1,476.452,20.0,50.0,24.0,0
1,0,1,1,479.627,20.0,50.0,24.0,0
1,0,1,1,478.9,20.0,50.0,24.0,0
1,0,1,1,479.836,20.0,50.0,24.0,0
1,0,1,1,481.758,20.0,50.0,24.0,0
1,0,1,1,482.75,20.0,50.0,24.0,0
1,0,1,1,480.897,20.0,50.0,24.0,0
1,0,1,1,480.003,20.0,50.0,24.0,0
1,0,1,1,480.762,20.0,50.0,24.0,0
1,0,1,1,484.545,20.0,50.0,24.0,0
1,0,1,1,483.745,20.0,50.0,24.0,0
1,0,1,1,487.432,20.0,50.0,24.0,0
1,0,1,1,493.213,20.0,50.0,24.0,0
1,0,1,1,491.492,20.0,50.0,24.0,0
1,0,1,1,488.498,20.0,50.0,24.0,0
1,0,1,1,481.825,20.0,50.0,24.0,0
1,0,1,1,487.116,20.0,50.0,24.0,0
1,0,1,1,483.841,20.0,50.0,24.0,0
1,0,1,1,478.616,20.0,50.0,24.0,0
1,0,1,1,480.578,20.0,50.0,24.0,0
1,0,1,1,488.735,20.0,50.0,24.0,0
1,0,1,1,491.154,20.0,50.0,24.0,0
1,0,1,1,493.244,20.0,50.0,24.0,0
1,0,1,1,488.089,20.0,50.0,24.0,0
1,0,1,1,480.307,20.0,50.0,24.0,0
1,0,1,1,477.923,20.0,50.0,24.0,0
1,0,1,1,494.233,20.0,50.0,24.0,0
1,0,1,1,493.066,20.0,50.0,24.0,0
1,0,1,1,495.667,20.0,50.0,24.0,0
1,0,1,1,487.754,20.0,50.0,24.0,0
1,0,1,1,484.761,20.0,50.0,24.0,0
1,0,1,1,480.209,20.0,50.0,24.0,0
1,0,1,1,472.362,20.0,50.0,24.0,0
1,0,1,1,467.929,20.0,50.0,24.0,0
1,0,1,1,466.644,20.0,50.0,24.0,0
1,0,1,1,463.094,20.0,50.0,24.0,0
1,0,1,1,463.128,20.0,50.0,24.0,0
1,0,1,1,464.681,20.0,50.0,24.0,0
1,0,1,1,466.881,20.0,50.0,24.0,0
1,0,1,1,473.085,20.0,50.0,24.0,0
1,0,1,1,474.88,20.0,50.0,24.0,0
1,0,1,1,479.425,20.0,50.0,24.0,0
1,0,1,1,479.273,20.0,50.0,24.0,0
1,0,1,1,480.422,20.0,50.0,24.0,0
